Xtf_id,Name,Zip,Place,Operator,Contact,OperatorAddress,Phone,Web,Mail,BeginningOfOperation,Power,Energy,HouseConnections,NetLength,EnergySource1,EnergySource2,PositionAccuracy,x,y
tn23,Wärmeverbund Bözen Gässlimatt,5076,Bözen,"AEW Energie AG, Aarau",AEW Energie AG,Obere Vorstadt 40<br />5001 Aarau,0628342111,https://www.aew.ch/privatkunden/waerme/aew-anlagen/referenzanlagen.html,info@aew.ch,,0.05,,,,13,,103,2648612.3,1260761.8
tn167,Wärmeverbund Rübmatt,4434,Hölstein,Gemeinde Hölstein,Gemeindeverwaltung,Büntenweg 40,0619569000,https://www.baselland.ch/politik-und-behorden/gemeinden/hoelstein,info@hoelstein.bl.ch,2013,0.706,,45,,5,1,103,2625191.6000000015,1252840.2
tn169,Wärmeversorgung Lausen,4415,Lausen,WL Wärmeversorgung Lausen AG,WL Wärmeversorgung Lausen AG,Stutzstrasse 1,0800325000,https://www.ebl.ch/de/unternehmen/standorte.html,info@ebl.ch,2011,1.38,3600,166,2.8,5,1,103,2624556.6000000015,1258100
tn27,Wärmeverbund Bremgarten,5620,Bremgarten,"AEW Energie AG, Aarau",AEW Energie AG,Obere Vorstadt 40<br />5001 Aarau,0628342111,https://www.aew.ch,info@aew.ch,2002,8.85,,,,5,1,101,2668227.8000000007,1244894.1000000015
tn422,Nahwärmeverbund Siedlung Freiestrasse,3613,Thun,Primeo Energie,Primeo Energie,,,https://www.heimberg.ch/fileadmin/Fotos/Erlaeuterungsbericht_RPE_Thun_20130625_01.pdf,,,0.32,,,,6,,103,2614202.7000007275,1176917.2996931474
tn216,Wärmeverbund Surbaum,4142,Reinach BL,Primeo Energie,Primeo Energie,Weidenstrasse 27<br />4142 Münchenstein,0614154141,https://www.reinach-bl.ch/de/dokumente/04-Abfall-Umwelt-Mobilitaet/Umwelt/Energieplanung_180525_ev_Mitwirkung.pdf,waermeprojekte@primeo-energie.ch,,,,,,5,2,103,2612247.5000006,1261616.2997108772
tn1020,CAD Grandson,1422,Grandson,Romande Energie,François Ravanas,"Avenue de la Gare 22, 1028 Préverenges",0219891788,https://www.romande-energie.ch,francois.ravanas@romande-energie.ch,2020,2.6,,,,5,2,103,2539693.232656431,1185046.2806857445
tn28,Wärmeverbund Fortuna,5620,Bremgarten,"AEW Energie AG, Aarau",AEW Energie AG,Obere Vorstadt 40<br />5001 Aarau,0628342111,https://www.aew.ch/privatkunden/waerme/aew-anlagen/referenzanlagen.html,info@aew.ch,,0.525,,,,11,1,101,2668240.8999999985,1244886.6999999993
tn1487,Wärmeverbund Churwalden,7075,Churwalden,IBC Chur,,"Felsenaustrasse 29, 7000 Chur",+41812544800,https://ibc-chur.ch/wp-content/uploads/2020/04/1586929581-8948d049ea8ae726643b04b6b75079cf.pdf,nfo@ibc-chur.ch,,,,,,10,5,102,2760338.3113192064,1183711.9134147794
tn30,Wärmeversorgung Chocolatfabrik,5033,Buchs AG,ADEV Energiegenossenschaft,ADEV Energiegenossenschaft,Kasernenstrasse 63<br />4410 Liestal,0619272030,https://www.adev.ch,info@adev.ch,2013,0.19,400,32,1,3,,103,2649130.5,1248658.1999999993
tn571,Fernheizwerk Holz Allmend,6048,Horw,Primeo Energie,Gemeinde Horw,Gemeindehausplatz 1,0413491111,http://www.horw.ch/dl.php/de/52b80249e2f94/1514_Kommunale_Energieplanung_Horw_Anhang.pdf,info@horw.ch,2008,0.53,,,,5,2,103,2666051.3000033298,1208070.199699558
tn31,Energiezentrale Dättwil,5405,Dättwil,Regionalwerke AG Baden,Regionalwerke AG Baden,Haselstrasse 15,0562002222,https://www.regionalwerke.ch/privat-geschaeftskunden/versorgung/waerme/unsere-produktion/energiezentrale-daettwil/,info@regionalwerke.ch,2016,3.6,13250,,,5,,103,2662980.6000000015,1256689.5
tn194,Nahwärmeverbund Drei Birken,4132,Muttenz,Wohnbaugenossenschaft Drei Birken,Wohnbaugenossenschaft Drei Birken,Stettbrunnenweg 7,0614612556,https://www.wgdreibirken.ch/,geneb1969@gmail.com,,0.035,,,,3,,103,2615672.1000000015,1264361
tn195,Nahwärmeverbund Freidorf,4132,Muttenz,Siedlungsgenossenschaft Freidorf,Siedlungsgenossenschaft Freidorf,Freidorf 151,0613119512,https://www.freidorf-muttenz.ch/,,1992,1.25,2429,,,3,,103,2614282.1000000015,1265159.1000000015
tn196,Wärmeverbund Hinterzweien,4132,Muttenz,ADEV Energiegenossenschaft,ADEV Energiegenossenschaft,Kasernenstrasse 63<br />4410 Liestal,0619272030,https://www.adev.ch,info@adev.ch,2011,0.75,,,,5,,103,2615125.8000000007,1264198
tn197,Wärmeversorgung Stettbrunnen,4132,Muttenz,ADEV Energiegenossenschaft,ADEV Energiegenossenschaft,Kasernenstrasse 63<br />4410 Liestal,0619272030,https://www.adev.ch,info@adev.ch,1988,0.28,600,37,2,3,,102,2614514.5,1264241
tn1493,Wärmeverbund Welschenrohr,4716,Welschenrohr,Genossenschaft Wärmeverbund Welschenrohr,Beat Allemann,Hauptstrasse 17,0326390077,,info@begtronic.ch,2016,,,,,5,,101,2606595.5563775194,1236657.518034105
tn1142,Wärmeverbund Hirschengasse,4467,Rothenfluh,,,,,,,,,,27,,5,,,2635919.475911465,1256824.7384202878
tn1021,CAD Lonay,1027,Lonay,Romande Energie,François Ravanas,"Avenue de la Gare 22, 1028 Préverenges",0219891788,https://www.romande-energie.ch,francois.ravanas@romande-energie.ch,2020,2.5,,,,5,2,103,2529038.6401303513,1152459.3674482284
tn32,Wärmeverbund Fildi-Hinterdorf GmbH,5605,Dottikon,"AEW Energie AG, Aarau",AEW Energie AG,Obere Vorstadt 40<br />5001 Aarau,0628342111,https://www.klik.ch/factsheet/index.html?fsid=56,info@aew.ch,2007,2,,,,5,1,102,2660249.8000000007,1248517.3999999985
tn33,Wärmeverbund Luegete / Ziegelmatt,5605,Dottikon,"AEW Energie AG, Aarau",AEW Energie AG,Obere Vorstadt 40<br />5001 Aarau,0628342111,https://www.aew.ch,info@aew.ch,,0.37,,,,12,1,102,2660826.3999999985,1248357.6999999993
tn34,Fernwärmeversorgung Döttingen,5312,Döttingen,Gemeinde Döttingen,Bauverwaltung,Surbtalstrasse 5,0562691160,https://www.doettingen.ch,bauverwaltung@doettingen.ch,1984,7.80000019,14729,227,11,17,5,103,2659462.5,1267158.1999999993
tn35,Wärmeverbund Dürrenäsch,5754,Dürrenäsch,Gemeinde Dürrenäsch,Gemeinde Dürrenäsch,Gemeindehaus,0619759967,https://www.gunep.ch/referenzen,info@gunep.ch,2005,0.24,,,,5,,101,2654298.3000000007,1241430
tn36,Wärmeverbund Effingen,5078,Effingen,"AEW Energie AG, Aarau",AEW Energie AG,Obere Vorstadt 40<br />5001 Aarau,0628342111,https://www.aew.ch/privatkunden/waerme/aew-anlagen/referenzanlagen.html,info@aew.ch,,1.065,,,,5,1,101,2650019.1000000015,1260157.8000000007
tn938,Fernwärme ARA Küsnacht,8700,Küsnacht,Werke am Zürichsee AG,Werke am Zürichsee AG,Freihofstrasse 30,0432223232,https://www.werkezuerichsee.ch,info@werkezuerichsee.ch,2018,6.6,,,6,15,2,103,2686691.1999999993,1240603.8000000007
tn190,Wärmeversorgung Birseckstrasse,4142,Münchenstein,Primeo Energie,Primeo Energie,Weidenstrasse 27,0614154141,https://www.primeo-energie.ch,waermeprojekte@primeo-energie.ch,2001,0.74,,,,3,,103,2613254.300000648,1263948.9997113675
tn178,BHKW Teichweg,4142,Münchenstein,Primeo Energie,Primeo Energie,Weidenstrasse 27,0614154141,https://www.primeo-energie.ch,waermeprojekte@primeo-energie.ch,1995,0.95,,,,1,,102,2613564.000000663,1264203.3997114291
tn408,Burgerheim Thun,3613,Steffisburg,Burgerheim Thun,Burgerheim Thun,Bernstrasse 111,0334392626,https://www.holzenergie.ch,,2001,1.3,1550,,,5,,103,2613592.3999999985,1180191.1999999993
tn1165,Fernheizung Breite AG,9450,Altstätten,Fernheizung Breite AG,,Breite 39,0717558086,https://www.fhbreite.ch,info@fhbreite.ch,1982,,4300,110,3,5,,103,2758403.3549602837,1249727.0472142017
tn29,Fernwärme Wynenfeld AG,5033,Buchs AG,Fernwärme Wynenfeld AG,,Im Lostorf 11,0628347707,https://www.fewag.ch,info@fewag.ch,2013,48,69000,8,6,16,,103,2650195.7,1248864.7
tn191,Wärmeversorgung Untere Loog,4142,Münchenstein,Primeo Energie,Primeo Energie,Weidenstrasse 27,0614154141,https://www.primeo-energie.ch,waermeprojekte@primeo-energie.ch,2001,0.652,,,,1,13,103,2613054.6000006385,1263552.799711282
tn181,Quartierwärmeversorgung Loog,4142,Münchenstein,Primeo Energie,Primeo Energie,Weidenstrasse 27,0614154141,https://www.primeo-energie.ch,waermeprojekte@primeo-energie.ch,,0.5,,,,1,,102,2613222.200000647,1263437.399711261
tn179,BHKW Zollweiden,4142,Münchenstein,Primeo Energie,Primeo Energie,Weidenstrasse 27,0614154141,https://www.primeo-energie.ch,waermeprojekte@primeo-energie.ch,2002,0.815,,,,1,3,103,2613644.3000006676,1263468.0997112605
tn182,Rudolf Steiner Schule,4142,Münchenstein,Primeo Energie,Primeo Energie,Weidenstrasse 27,0614154141,https://www.primeo-energie.ch,waermeprojekte@primeo-energie.ch,2000,0.285,,,,1,,103,2612962.500000634,1262864.5997111355
tn183,Wärmeverbund Areal EBM,4142,Münchenstein,Primeo Energie,Primeo Energie,Weidenstrasse 27,0614154141,https://www.primeo-energie.ch,waermeprojekte@primeo-energie.ch,,0.724,,,,1,,103,2613432.2000006577,1262619.8997110878
tn1022,CAD Bussigny,1030,Bussigny,Romande Energie,François Ravanas,"Avenue de la Gare 22, 1028 Préverenges",0219891788,https://www.romande-energie.ch,francois.ravanas@romande-energie.ch,2020,1,,,,6,2,103,2532338.5389087577,1155432.8295374413
tn37,Wärmeverbund Ehrendingen Kirchweg,5420,Ehrendingen,"AEW Energie AG, Aarau",AEW Energie AG,Obere Vorstadt 40<br />5001 Aarau,0628342111,https://www.aew.ch/privatkunden/waerme/aew-anlagen/referenzanlagen.html,info@aew.ch,,0.128,,,,12,,102,2668231,1261268.6999999993
tn38,Wärmeverbund Ehrendingen Mühleweg,5420,Ehrendingen,"AEW Energie AG, Aarau",AEW Energie AG,Obere Vorstadt 40<br />5001 Aarau,0628342111,https://www.aew.ch/privatkunden/waerme/aew-anlagen/referenzanlagen.html,info@aew.ch,,0.16,,,,12,,102,2668109.6999999993,1261291.3000000007
tn39,Fernwärmeversorgung Endingen (Refuna),5304,Endingen,Gemeinde Endingen,Gemeindeverwaltung,Würenlingerstrasse 11,0562658020,https://www.endingen.ch/de/,gemeinde@endingen.ch,1984,5.80000019,10500,288,12.69999981,17,1,103,2659427.1999999993,1267120
tn268,Wärmeverbund Busswil Eggli,3292,Busswil,Siegfried Eggli,Siegfried Eggli,Bahnhofstrasse 38,0323848429,https://www.gunep.ch/referenzen,info@gunep.ch,2008,0.35,,,,5,,103,2591500.1999999993,1216587.3000000007
tn189,Wärmeverbund Tagesschulen Münchenstein,4142,Münchenstein,Primeo Energie,Primeo Energie,Weidenstrasse 27,0614154141,https://www.primeo-energie.ch,waermeprojekte@primeo-energie.ch,1982,0.755,,,,1,3,101,2613534.500000662,1262380.0997110317
tn199,Heizzentrale Arxhof,4435,Niederdorf,Arxhof,Arxhof,,0619552222,https://www.gunep.ch/referenzen,info@gunep.ch,2015,0.7,,,,5,,103,2622284.1000000015,1252363.3999999985
tn208,Wärmeverbund Reigoldswil,4418,Reigoldswil,EBL,Wärmeversorgung Reigolswil AG,Unterbiel 15,0619261650,https://www.ebl.ch/de/unternehmen/standorte.html,info@ebl.ch,2002,1.876,3106,65,0.60000002,2,,103,2618760.3999999985,1249698.7
tn200,Wärmeversorgung Schulhaus Nuglar,4412,Nuglar,ADEV Energiegenossenschaft,ADEV Energiegenossenschaft,Kasernenstrasse 63<br />4410 Liestal,0619272030,https://www.adev.ch,info@adev.ch,2007,0.17,200,2,0.5,5,,103,2619096.5,1257677.1999999993
tn205,Wärmeverbund Bahnhofstrasse,4133,Pratteln,EBL,Genossenschaft Elektra Baselland,Mühlemattstrasse 6<br />Liestal,0619261111,https://www.pratteln.ch/dl.php/de/540ea88caf06e/Energiesachplan.pdf,info@ebl.ch,2000,2.25,4100,,,3,1,102,2618876,1263036
tn207,Wärmeverbund Konsortium Aquabasilea,4133,Pratteln,EBL,Genossenschaft Elektra Baselland,Mühlemattstrasse 6<br />Liestal,0619261111,https://www.pratteln.ch/dl.php/de/540ea88caf06e/Energiesachplan.pdf,info@ebl.ch,2007,3.63,10629,,,14,1,103,2618247.3999999985,1263785.8999999985
tn42,Nahwärmeverbund Hüttenweg,5073,Gipf-Oberfrick,Gemeinde Gipf-Oberfrick,Schule Gipf-Oberfrick,Hüttenweg,0628652575,http://schule-gipf-oberfrick.ch,kanzlei@gipf-oberfrick.ch,,,,,,5,,103,2642125.6000000015,1260841.5
tn203,Wärmeversorgung Gevo AG,4466,Ormalingen,Biopower Nordwestschweiz,,"Postfach, CH-4410 Liestal",0619261696,https://www.bio-power.ch/,info@bio-power.ch,1988,5.6,9100,267,,8,5,103,2632320.1000000015,1257700.3999999985
tn206,Wärmeverbund Dürrenhübel,4133,Pratteln,EBL / Aerni Energie AG,,"Mühlemattstrasse 6, 4410 Liestal",0800325000,https://www.ebl.ch/de/unternehmen/standorte.html,info@ebl.ch,2008,1.2,600,4,,5,,103,2618623.5,1264454.6000000015
tn40,Wärmeverbund Erlinsbach Kretz,5018,Erlinsbach,"AEW Energie AG, Aarau",AEW Energie AG,Obere Vorstadt 40<br />5001 Aarau,0628342111,https://www.ee-news.ch/de/article/22874/aew-energie-ag-abschluss-waermeverbund-bremgarten,info@aew.ch,2017,0.79,2200,,,5,,102,2643162.5,1250711.7
tn1130,Wärmeverbund Dorfzentrum Titterten,4425,Titterten,EBL,,"Mühlemattstrasse 6, 4410 Liestal",0800325000,https://www.ebl.ch/de/unternehmen/standorte.html,info@ebl.ch,,0.448,734,34,,5,,103,2621017.285938584,1250123.0810108893
tn1166,Wärmeverbund Ortsgemeinde St. Margrethen,9430,St.Margrethen,Ortsgemeinde St. Margrethen,Rolf Künzler,Landhausweg 10,0582282422,https://www.ortsgemeinde-stmargrethen.ch,info@ortsgemeinde-stmargrethen.ch,2021,1.6,4.1,15,0.9,5,2,103,2765510.175616324,1257889.1245376372
tn186,Wärmeverbund LOOG-KUSPO,4142,Münchenstein,Primeo Energie,Primeo Energie,Weidenstrasse 27,0614154141,https://www.primeo-energie.ch,waermeprojekte@primeo-energie.ch,1997,0.48,,,,5,2,103,2613402.5000006557,1263317.0997112386
tn204,Grosswärmeverbund Pratteln (Zusammenschluss 5 WV),4133,Pratteln,EBL,312,"Mühlemattstrasse 6, 4410 Liestal",0800325000,https://www.ebl.ch/de/unternehmen/standorte.html,info@ebl.ch,2015,8.946,13313,250,10.3,5,8,103,2619352.3999999985,1264322.6000000015
tn1007,Wärmeverbund Zernez,7530,Zernez,Cumün da Zernez,Cumün da Zernez,Urtatsch 147A,0818514775,https://www.zernezenergia2020.ch,energia2020@zernez.ch,2017,1.26,,40,2.5,5,,103,2802666.9831364066,1175143.7423922587
tn43,Wärmeverbund Hendschiken,5604,Hendschinken,"AEW Energie AG, Aarau",AEW Energie AG,Obere Vorstadt 40<br />5001 Aarau,0628342111,https://www.aew.ch/privatkunden/waerme/aew-anlagen/referenzanlagen.html,info@aew.ch,,0.13,,,,6,,101,2658823.5,1248766.5
tn45,Gärtnerei Vetterli,8916,Jonen,Vetterli Schnittblumen AG,Vetterli Schnittblumen AG,Unterdorfstrasse 3,0566344416,https://www.holzenergie.ch,info@holzenergie.ch,2008,0.8,,,,5,,103,2671519.8000000007,1238920.8000000007
tn46,Überbauung Im Baumgarten,8916,Jonen,STW-Eigentümergemeinschaft,,,0566344521,,forstbetrieb@jonen.ch,1993,0.18000001,140,24,0.30000001,2,1,103,2672012,1238626.6000000015
tn1131,Wärmeverbund Rero Waldenburg,4437,Waldenburg,EBL,,"Mühlemattstrasse 6, 4410 Liestal",0800325000,https://www.ebl.ch/de/unternehmen/standorte.html,info@ebl.ch,,,,,,5,,103,2623166.9950711955,1247674.911564411
tn942,Fernwärme ARA Meilen,8706,Meilen,Stadt Meilen,ARA Rorguet,Alte Landstrasse 142,0449233038,https://www.meilen.ch,,,,,,,15,,103,2692447.5,1235612.3999999985
tn214,Wärmeverbund Mischeli,4142,Reinach BL,Gemeinde Rheinach,Primeo Energie,Weidenstrasse 27<br />4142 Münchenstein,0614154141,https://www.reinach-bl.ch/de/dokumente/04-Abfall-Umwelt-Mobilitaet/Umwelt/Energieplanung_180525_ev_Mitwirkung.pdf,waermeprojekte@primeo-energie.ch,,,,,,12,20,103,2611713.400000573,1261196.299710782
tn210,Wärmeverbund Gehrenstrasse / Bifangstrasse,4142,Reinach BL,Gemeinde Rheinach,Primeo Energie,Weidenstrasse 27<br />4142 Münchenstein,0614154141,https://www.reinach-bl.ch/de/dokumente/04-Abfall-Umwelt-Mobilitaet/Umwelt/Energieplanung_180525_ev_Mitwirkung.pdf,waermeprojekte@primeo-energie.ch,,,,,,12,20,103,2612046.70000059,1260954.5997107308
tn209,Wärmeverbund Bachmatten,4142,Reinach BL,Gemeinde Rheinach,Primeo Energie,Weidenstrasse 27<br />4142 Münchenstein,0614154141,https://www.reinach-bl.ch/de/dokumente/04-Abfall-Umwelt-Mobilitaet/Umwelt/Energieplanung_180525_ev_Mitwirkung.pdf,waermeprojekte@primeo-energie.ch,,,,,,5,20,103,2611647.5000005704,1260837.4997107044
tn211,Wärmeverbund Habasit,4142,Reinach BL,Gemeinde Rheinach,Primeo Energie,Weidenstrasse 27<br />4142 Münchenstein,0614154141,https://www.reinach-bl.ch/de/dokumente/04-Abfall-Umwelt-Mobilitaet/Umwelt/Energieplanung_180525_ev_Mitwirkung.pdf,waermeprojekte@primeo-energie.ch,,,,,,11,12,103,2611955.8000005856,1260626.8997106615
tn218,Wärmeversorgung Aumatt,4142,Reinach BL,Primeo Energie,Primeo Energie,Weidenstrasse 27<br />4142 Münchenstein,0614154141,https://www.primeo-energie.ch,waermeprojekte@primeo-energie.ch,1994,0.2,,,,3,1,103,2612071.6000005915,1260338.4997106008
tn213,Wärmeverbund Kägen West,4142,Reinach BL,Gemeinde Rheinach,Primeo Energie,Weidenstrasse 27<br />4142 Münchenstein,0614154141,https://www.reinach-bl.ch/de/dokumente/04-Abfall-Umwelt-Mobilitaet/Umwelt/Energieplanung_180525_ev_Mitwirkung.pdf,waermeprojekte@primeo-energie.ch,,,,,,11,2,103,2611780.7000005776,1259720.2997104684
tn212,Wärmeverbund Kägen Ost,4142,Reinach BL,Gemeinde Rheinach,Primeo Energie,Weidenstrasse 27<br />4142 Münchenstein,0614154141,https://www.reinach-bl.ch/de/dokumente/04-Abfall-Umwelt-Mobilitaet/Umwelt/Energieplanung_180525_ev_Mitwirkung.pdf,waermeprojekte@primeo-energie.ch,,,,,,5,2,103,2612077.700000592,1259646.6997104548
tn217,Wärmeverbund Zentrum,4142,Reinach BL,Gemeinde Rheinach,Primeo Energie,Weidenstrasse 27<br />4142 Münchenstein,0614154141,https://www.reinach-bl.ch/de/dokumente/04-Abfall-Umwelt-Mobilitaet/Umwelt/Energieplanung_180525_ev_Mitwirkung.pdf,waermeprojekte@primeo-energie.ch,,,,,,11,2,103,2611442.8000005605,1260296.299710599
tn47,Roche Kaiseraugst Ost,4303,Kaiseraugst,"AEW Energie AG, Aarau",AEW Energie AG,Obere Vorstadt 40<br />5001 Aarau,0628342111,https://www.aew.ch/privatkunden/waerme/aew-anlagen/referenzanlagen.html,info@aew.ch,2016,6.8,,,,12,,103,2622815.3999999985,1265312.3000000007
tn48,Wärmeverbund Kaisergarten/Sonnenmatte,4303,Kaiseraugst,"AEW Energie AG, Aarau",AEW Energie AG,Obere Vorstadt 40<br />5001 Aarau,0628342111,https://www.aew.ch,info@aew.ch,2003,0.71,700,60,0.60000002,14,,103,2622241.1999999993,1265501
tn49,Kaiserstuhl AG,5466,Kaiserstuhl AG,"AEW Energie AG, Aarau",AEW Energie AG,Obere Vorstadt 40<br />5001 Aarau,0628342111,https://www.aargauerzeitung.ch/panorama/vermischtes/waermeverbund-ist-vorzeigeprojekt-3308617,info@aew.ch,2009,1.5,,41,1.2,11,,102,2673729.1999999993,1269143
tn50,Wärmeverbund Kaisten Wuermatt,5082,Kaisten,"AEW Energie AG, Aarau",AEW Energie AG,Obere Vorstadt 40<br />5001 Aarau,0628342111,https://www.aew.ch/privatkunden/waerme/aew-anlagen/referenzanlagen.html,info@aew.ch,2018,0.36,,,,5,1,103,2645472.8000000007,1265714.8000000007
tn215,Wärmeverbund Reinacherhof,4142,Reinach BL,Primeo Energie,Primeo Energie,Weidenstrasse 27<br />4142 Münchenstein,0614154141,https://www.reinach-bl.ch/de/dokumente/04-Abfall-Umwelt-Mobilitaet/Umwelt/Energieplanung_180525_ev_Mitwirkung.pdf,waermeprojekte@primeo-energie.ch,,,,,,5,2,103,2612438.100000609,1262229.2997109995
tn678,Fernwärme Müli / Kirchstrasse,8214,Gächlingen,Vögeli AG,Vögeli AG,Kirchgasse 20,0526811241,https://voegeli-holz.ch,a.voegeli@voegeli-holz.ch,1998,,,,,5,,103,2679761.8999999985,1284107.5
tn219,Wärmeverbund Seltisberg,4411,Seltisberg,Bürgergemeinde Seltisberg,Henning Wiese,Bündtenstrasse 3,0619119911,https://www.seltisberg.ch,mailbox@buergergemeinde-seltisberg.ch,1997,1.13,1600,81,1.5,5,1,103,2621265.6000000015,1257001.6000000015
tn221,Heizzentrale Schulhaus Tannenbrunn,4450,Sissach,Schulhaus Tannenbrunn,Schulhaus Tannenbrunn,Zunzgerstrasse 60,0619769400,https://www.gunep.ch/referenzen,info@gunep.ch,2015,0.6,,10,,5,,103,2627699.5,1256396.8
tn1167,Wärmeverbund Kobelwies,9463,Oberriet SG,Kooperation der versorgten Wärmebezüger,Walter Graber,,0717614023,,,2001,0.24,460,5,0.4,5,,103,2758722.0570818316,1243847.7194705189
tn730,Fernwärme in Niedergösgen und Schönenwerd,5012,Schönenwerd,Primeo Energie,,"Weidenstrasse 27, 4142 Münchenstein",0614154202,https://www.primeo-energie.ch,waermeadmin@primeo-energie.ch,1996,6,12000,80,,14,,103,2641217.200002035,1246394.2997076323
tn222,Sanierung Industriekomplex von Arx,4450,Sissach,Von Arx AG,Von Arx AG,Gelterkinderstrasse 24,0619764444,https://www.gunep.ch/referenzen,info@gunep.ch,2016,0.3,,,,5,,103,2628825.8000000007,1256834
tn87,Genossenschaft Gewerbehaus Q 37 Rheinfelden,4310,Rheinfelden,Genossenschaft Gewerbehaus Q 37,Genossenschaft Gewerbehaus Q 37,Quellenstrasse 37,0618279400,,,2008,0.72,,,,5,,103,2626151,1266596.3999999985
tn226,Wärmeverbund Zeglingen,4495,Zeglingen,Gemeinde Zeglingen,Gemeinde Zeglingen,Wenslingerstrasse 2,0619830343,https://www.baselland.ch/politik-und-behorden/gemeinden/zeglingen,gemeinde.zeglingen@eblcom.ch,1995,,576,22,4.19999981,5,,103,2635182.6999999993,1251957.6000000015
tn227,Fernwärmeversorgung Basel-Stadt,4002,Basel,Industrielle Werke Basel,Industrielle Werke Basel,Margarthernstrasse 40,0612755111,https://www.iwb.ch,info@iwb.ch,1942,391,963935,4455,228.2,16,5,103,2609825.8000000007,1269129.3000000007
tn228,"Quartierwärmeversorgung Engelgasse, Basel",4002,Basel,Industrielle Werke Basel,Industrielle Werke Basel,Margarthernstrasse 40,0612755505,https://www.iwb.ch,info@iwb.ch,1994,3,3200,13,0.9,3,2,102,2612334.3000000007,1266466.1000000015
tn229,"Quartierwärmeversorgung Gellertfeld, Basel",4002,Basel,Industrielle Werke Basel,Industrielle Werke Basel,Margarthernstrasse 40,0612755505,https://www.iwb.ch,info@iwb.ch,1994,5.76,6000,37,2.2,3,2,102,2612885.8999999985,1266794.6999999993
tn230,"Quartierwärmeversorgung Neubad, Basel",4002,Basel,Industrielle Werke Basel,Industrielle Werke Basel,Margarthernstrasse 40,0612755505,https://www.iwb.ch,info@iwb.ch,1992,8,8500,34,3,3,2,102,2609504.8999999985,1266250.8999999985
tn231,"Quartierwärmeversorgung Rankhof, Basel",4002,Basel,Industrielle Werke Basel,Industrielle Werke Basel,Margarthernstrasse 40,0612755505,https://www.iwb.ch,info@iwb.ch,1994,2.45,4900,8,0.6,3,2,102,2613727.6999999993,1267987.5
tn232,Schorenstadt,4058,Basel,Schorenstadt,Schorenstadt,In den Schorenmatten 200,,,,2018,0,,,,5,,102,2612843.1000000015,1269054.6999999993
tn1132,Wärmeverbund Mehrzweckhalle Waldenburg,4437,Waldenburg,EBL,,"Mühlemattstrasse 6, 4410 Liestal",0800325000,https://www.ebl.ch/de/unternehmen/standorte.html,info@ebl.ch,,0.36,393,,,5,,103,2623414.4470384913,1248204.492991131
tn52,Einwohnergemeinde Kölliken,5742,Kölliken,Gemeinde Kölliken,Gemeinde Kölliken,Hauptstrasse 38,0627370909,https://www.holzenergie.ch,info@holzenergie.ch,2008,0.55,,,,5,,101,2644257.3000000007,1242966
